t,roll,pitch,yaw,ax,ay,az,x,y,z
19.260,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
19.280,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
19.300,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
19.320,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
19.340,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
19.360,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
19.380,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
19.400,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
19.420,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.380,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.400,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.420,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.440,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.460,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.480,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.500,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.520,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.540,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.560,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.580,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.600,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.620,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.640,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.660,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.680,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.700,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.720,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.740,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.760,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.780,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.800,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.820,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.840,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.860,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.880,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.900,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.920,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.940,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.960,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
23.980,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.000,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.020,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.040,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.060,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.080,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.100,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.120,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.140,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.160,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.180,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.200,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.220,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.240,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.260,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.280,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.300,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.320,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.340,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.360,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.380,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.400,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.420,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.440,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.460,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.480,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.500,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.520,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.540,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.560,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
1760782666.271,nan,nan,nan,nan,nan,nan,nan,nan,nan
24.580,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.600,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
24.620,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.640,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.660,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.680,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.700,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.720,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.740,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.760,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.780,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.800,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.820,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.840,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.860,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.880,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.900,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.920,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.940,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.960,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
28.980,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.000,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.020,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.040,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.060,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.080,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.100,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.120,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.140,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.160,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.180,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.200,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.220,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.240,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.260,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.280,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.300,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.320,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.340,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.360,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.380,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.400,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.420,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.440,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.460,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.480,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.500,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.520,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.540,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.560,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.580,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.600,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.620,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.640,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.660,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.680,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.700,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.720,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.740,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.760,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.780,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.800,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.820,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.840,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.860,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.880,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.900,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.920,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
29.940,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
33.720,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
33.740,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
33.760,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
33.780,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
33.800,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
33.820,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
33.840,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
33.860,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
33.880,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
33.900,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
33.920,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
33.940,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
33.960,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
33.980,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.000,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.020,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.040,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.060,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.080,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.100,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.120,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.140,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.160,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.180,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.200,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.220,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.240,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.260,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.280,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.300,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.320,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.340,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.360,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.380,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.400,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.420,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.440,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.460,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.480,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.500,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.520,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.540,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.560,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.580,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.600,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.620,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.640,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.660,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.680,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.700,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.720,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.740,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.760,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.780,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.800,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.820,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.840,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.860,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.880,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.900,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.920,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.940,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.960,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
34.980,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
35.000,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
35.020,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
35.040,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.060,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.080,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.100,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.120,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.140,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.160,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.180,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.200,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.220,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.240,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.260,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.280,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.300,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.320,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.340,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.360,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.380,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.400,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.420,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.440,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.460,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.480,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.500,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.520,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.540,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.560,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.580,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.600,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.620,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.640,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.660,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.680,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.700,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.720,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.740,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.760,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.780,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.800,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.820,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.840,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.860,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.880,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.900,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.920,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.940,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.960,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
39.980,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
40.000,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
40.020,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
40.040,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
40.060,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
40.080,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
40.100,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
40.120,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
40.140,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
40.160,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
40.180,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
40.200,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
40.220,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
40.240,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
40.260,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
40.280,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
40.300,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
40.320,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.380,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.400,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.420,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.440,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.460,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.480,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.500,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.520,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.540,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.560,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.580,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.600,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.620,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.640,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.660,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.680,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.700,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.720,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.740,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.760,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.780,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.800,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.820,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.840,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.860,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.880,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.900,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.920,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.940,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.960,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
44.980,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.000,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.020,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.040,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.060,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.080,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.100,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.120,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.140,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.160,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.180,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.200,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.220,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.240,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.260,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.280,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.300,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.320,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.340,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.360,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.380,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.400,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.420,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.440,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.460,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.480,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.500,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.520,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.540,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.560,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.580,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.600,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.620,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.640,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
45.660,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
49.740,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
49.760,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
49.780,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
49.800,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
49.820,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
49.840,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
49.860,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
49.880,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
49.900,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
49.920,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
49.940,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
49.960,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
49.980,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.000,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.020,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.040,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.060,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.080,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.100,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.120,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.140,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.160,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.180,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.200,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.220,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.240,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.260,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.280,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.300,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.320,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.340,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.360,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.380,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.400,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.420,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.440,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.460,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.480,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.500,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.520,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.540,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
50.560,nan,nan,nan,0.0000,0.0000,0.0000,nan,nan,nan
